store_id,order_id,order_name,refund_id,processed_at,created_at,state,country,refund_amount,tax_refunded
shiplap_quilt,6552629936333,#45642,1018346406093,2026-01-20 17:05:44+00:00,2026-01-20 17:05:44+00:00,AR,US,0.0,0.0
shiplap_quilt,6552602640589,#45638,1018345980109,2026-01-20 16:53:06+00:00,2026-01-20 16:53:06+00:00,IN,US,29.95,0.0
shiplap_quilt,6552593924301,#45637,1018346799309,2026-01-20 17:13:31+00:00,2026-01-20 17:13:31+00:00,OH,US,0.0,0.0
shiplap_quilt,6552593924301,#45637,1018357022925,2026-01-20 23:16:15+00:00,2026-01-20 23:16:15+00:00,OH,US,0.0,0.0
shiplap_quilt,6552298422477,#45588,1018346897613,2026-01-20 17:15:02+00:00,2026-01-20 17:15:02+00:00,SC,US,39.95,0.0
shiplap_quilt,6552257167565,#45587,1018346635469,2026-01-20 17:10:54+00:00,2026-01-20 17:10:54+00:00,WA,US,0.0,0.0
shiplap_quilt,6552029167821,#45564,1018234601677,2026-01-16 22:17:16+00:00,2026-01-16 22:17:16+00:00,TN,US,71.55,0.0
shiplap_quilt,6551276421325,#45484,1018352697549,2026-01-20 20:25:33+00:00,2026-01-20 20:25:33+00:00,OR,US,33.0,0.0
shiplap_quilt,6551124345037,#45427,1018307346637,2026-01-19 17:47:11+00:00,2026-01-19 17:47:11+00:00,WV,US,0.0,0.0
shiplap_quilt,6549847343309,#45362,1018073088205,2026-01-13 19:25:37+00:00,2026-01-13 19:25:37+00:00,AL,US,33.0,0.0
shiplap_quilt,6549399896269,#45322,1018157400269,2026-01-14 23:12:08+00:00,2026-01-14 23:12:08+00:00,TX,US,16.18,0.0
shiplap_quilt,6549399896269,#45322,1018157433037,2026-01-14 23:13:01+00:00,2026-01-14 23:13:01+00:00,TX,US,0.0,0.0
shiplap_quilt,6549333770445,#45317,1018307313869,2026-01-19 17:45:31+00:00,2026-01-19 17:45:31+00:00,CA,US,0.0,0.0
shiplap_quilt,6549261549773,#45314,1017958793421,2026-01-13 01:36:37+00:00,2026-01-13 01:36:37+00:00,VA,US,18.95,0.0
shiplap_quilt,6548705902797,#45280,1017900073165,2026-01-11 00:09:56+00:00,2026-01-11 00:09:56+00:00,,,69.37,6.59
shiplap_quilt,6548299153613,#45244,1017896173773,2026-01-10 20:02:28+00:00,2026-01-10 20:02:28+00:00,,,12.5,1.19
shiplap_quilt,6548259307725,#45241,1017947390157,2026-01-12 17:36:53+00:00,2026-01-12 17:36:53+00:00,AZ,US,35.95,0.0
shiplap_quilt,6548102971597,#45216,1017959153869,2026-01-13 02:02:30+00:00,2026-01-13 02:02:30+00:00,WA,US,12.95,1.25
shiplap_quilt,6547110428877,#45176,1017879625933,2026-01-10 02:05:37+00:00,2026-01-10 02:05:37+00:00,AZ,US,35.91,0.0
shiplap_quilt,6547045089485,#45173,1017870024909,2026-01-09 18:53:47+00:00,2026-01-09 18:53:47+00:00,MI,US,0.0,0.0
shiplap_quilt,6547040862413,#45171,1018159202509,2026-01-15 01:33:45+00:00,2026-01-15 01:33:45+00:00,OK,US,7.98,0.0
shiplap_quilt,6546656657613,#45139,1017947848909,2026-01-12 17:52:28+00:00,2026-01-12 17:52:28+00:00,TN,US,12.5,0.0
shiplap_quilt,6546484429005,#45096,1017828737229,2026-01-08 23:17:27+00:00,2026-01-08 23:17:27+00:00,VA,US,17.96,0.0
shiplap_quilt,6546305974477,#45087,1017784500429,2026-01-08 01:35:43+00:00,2026-01-08 01:35:43+00:00,MD,US,8.98,0.0
shiplap_quilt,6546211176653,#45083,1017959088333,2026-01-13 01:55:07+00:00,2026-01-13 01:55:07+00:00,KY,US,9.98,0.0
shiplap_quilt,6544578871501,#45000,1017743638733,2026-01-07 01:21:04+00:00,2026-01-07 01:21:04+00:00,IN,US,11.95,0.0
shiplap_quilt,6544308109517,#44986,1017735971021,2026-01-06 19:19:05+00:00,2026-01-06 19:19:05+00:00,MD,US,0.0,0.0
shiplap_quilt,6544249258189,#44983,1018121093325,2026-01-14 18:15:49+00:00,2026-01-14 18:15:49+00:00,VA,US,0.0,0.0
shiplap_quilt,6543998943437,#44959,1017655656653,2026-01-03 23:05:51+00:00,2026-01-03 23:05:51+00:00,,,23.85,2.27
shiplap_quilt,6543919907021,#44939,1017652707533,2026-01-03 19:23:31+00:00,2026-01-03 19:23:31+00:00,OR,US,9.98,0.0
shiplap_quilt,6543667953869,#44924,1017656082637,2026-01-04 00:23:47+00:00,2026-01-04 00:23:47+00:00,CO,US,148.46,0.0
shiplap_quilt,6543659237581,#44922,1017878118605,2026-01-10 00:14:36+00:00,2026-01-10 00:14:36+00:00,ND,US,47.8,0.0
shiplap_quilt,6543512568013,#44897,1017635963085,2026-01-03 01:10:10+00:00,2026-01-03 01:10:10+00:00,MI,US,19.96,1.2
shiplap_quilt,6543478063309,#44892,1017877659853,2026-01-09 23:23:44+00:00,2026-01-09 23:23:44+00:00,NV,US,0.0,0.0
shiplap_quilt,6543453061325,#44888,1017635569869,2026-01-03 00:39:10+00:00,2026-01-03 00:39:10+00:00,NE,US,0.0,0.0
shiplap_quilt,6543394111693,#44877,1017636847821,2026-01-03 02:51:01+00:00,2026-01-03 02:51:01+00:00,WI,US,13.95,0.0
shiplap_quilt,6543220048077,#44870,1017635406029,2026-01-03 00:18:47+00:00,2026-01-03 00:18:47+00:00,NY,US,9.94,0.0
shiplap_quilt,6543163162829,#44867,1017649987789,2026-01-03 17:04:32+00:00,2026-01-03 17:04:32+00:00,TX,US,10.99,0.0
shiplap_quilt,6543113158861,#44861,1017636356301,2026-01-03 02:07:09+00:00,2026-01-03 02:07:09+00:00,TX,US,30.95,0.0
shiplap_quilt,6542875951309,#44851,1017635995853,2026-01-03 01:10:53+00:00,2026-01-03 01:10:53+00:00,CA,US,0.0,0.0
